############################################################
#
# TA1 External Aerodynamics AC5 Ahmed Body Partner 15 University of Poitiers
#
# Measurements MOVA- project : Ahmed Car Model
# slant - angle = 25 degree
#
# Pressure measurements
#
# Data on the rear part of the model
#
# H. Lienhart/Th. Schenk
# Institute of Fluid Mechanics
# University Erlangen-Nuremberg
#			 
# Origin of coordinate system: x=0: end of the car, y=0: symmetry plane, z=0: ground plane
#
# Kinematic viscosity of air: 15x10-6 m2 s-1
# Bulk velocity: Ub=40 m s-1 
# Height of the body: h=288 mm 
# Reynolds number based on the height of the body: Re=768,000 
#   
############################################################
%AC = 1-05
%Column1Name = x
%Column1Units = mm
%Column1Type = Real
%Column2Name = y
%Column2Units = mm
%Column2Type = Real
%Column3Name = z
%Column3Units = mm
%Column3Type = Real
%Column4Name = Cp
%Column4Units = 1
%Column4Type = Real
%End Of Metadata
0.00	-30.00	128.00	-0.211
0.00	-60.00	128.00	-0.204
0.00	-90.00	128.00	-0.192
0.00	-120.00	128.00	-0.184
0.00	-150.00	128.00	-0.181
0.00	-157.50	128.00	-0.180
0.00	-165.00	128.00	-0.177
0.00	-172.50	128.00	-0.175
0.00	-180.00	128.00	-0.171
0.00	-187.50	128.00	-0.165
0.00	0.00	98.00	-0.181
0.00	-30.00	98.00	-0.178
0.00	-60.00	98.00	-0.174
0.00	-90.00	98.00	-0.171
0.00	-120.00	98.00	-0.168
0.00	-150.00	98.00	-0.171
0.00	-157.50	98.00	-0.171
0.00	-165.00	98.00	-0.169
0.00	-172.50	98.00	-0.166
0.00	-180.00	98.00	-0.161
0.00	-187.50	98.00	-0.155
0.00	0.00	68.00	-0.145
0.00	-30.00	68.00	-0.144
0.00	-60.00	68.00	-0.149
0.00	-90.00	68.00	-0.157
0.00	-120.00	68.00	-0.163
0.00	-150.00	68.00	-0.167
0.00	-157.50	68.00	-0.166
0.00	-165.00	68.00	-0.163
0.00	-172.50	68.00	-0.160
0.00	-180.00	68.00	-0.155
0.00	-187.50	68.00	-0.149
0.00	0.00	60.00	-0.141
0.00	-30.00	60.00	-0.143
0.00	-60.00	60.00	-0.144
0.00	-90.00	60.00	-0.153
0.00	-120.00	60.00	-0.163
0.00	-150.00	60.00	-0.165
0.00	-157.50	60.00	-0.163
0.00	-165.00	60.00	-0.161
0.00	-172.50	60.00	-0.157
0.00	-180.00	60.00	-0.153
0.00	-187.50	60.00	-0.144
0.00	0.00	52.00	-0.137
0.00	-30.00	52.00	-0.135
0.00	-60.00	52.00	-0.143
0.00	-90.00	52.00	-0.150
0.00	-120.00	52.00	-0.158
0.00	-150.00	52.00	-0.162
0.00	-157.50	52.00	-0.160
0.00	-165.00	52.00	-0.160
0.00	-172.50	52.00	-0.154
0.00	-180.00	52.00	-0.150
0.00	-187.50	52.00	-0.145
